protocol_type_encoded,service_encoded,logged_in,count,srv_count,dst_host_count,dst_host_same_src_port_rate,temp0,class
1,6,1,21,21,255,0.0,0,0
1,6,1,31,31,255,0.0,0,0
1,6,1,8,18,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,32,32,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,29,29,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,31,31,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,1,14,255,0.0,0,0
1,6,1,11,24,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,29,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,9,17,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,29,29,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,3,11,255,0.0,0,0
1,6,1,13,22,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,32,32,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,29,29,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,3,5,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,26,29,255,0.0,0,0
1,6,1,36,45,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,32,32,255,0.0,0,0
1,6,1,42,42,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,16,17,255,0.0,0,0
1,6,1,10,11,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,12,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,3,6,255,0.0,0,0
1,6,1,13,23,255,0.0,0,0
1,6,1,23,35,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,3,4,255,0.0,0,0
1,6,1,13,14,255,0.0,0,0
1,6,1,10,27,255,0.0,0,0
1,6,1,20,43,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,4,6,255,0.0,0,0
1,6,1,14,16,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,6,7,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,23,23,255,0.0,0,0
1,6,1,33,33,255,0.0,0,0
1,6,1,1,1,10,0.1,0,0
1,6,1,1,1,2,0.5,0,0
1,6,1,11,11,12,0.08,0,0
1,6,1,21,21,22,0.05,0,0
1,6,1,4,4,32,0.03,0,0
1,6,1,5,14,5,0.2,0,0
1,6,1,15,24,15,0.07,0,0
1,6,1,4,4,25,0.04,0,0
1,6,1,14,14,35,0.03,0,0
1,6,1,24,25,45,0.02,0,0
1,6,1,34,35,55,0.02,0,0
1,6,1,4,13,65,0.02,0,0
1,6,1,14,23,75,0.01,0,0
1,6,1,3,3,85,0.01,0,0
1,6,1,13,15,95,0.01,0,0
1,6,1,1,8,105,0.01,0,0
1,6,1,11,11,115,0.01,0,0
1,6,1,21,21,125,0.01,0,0
1,6,1,10,10,135,0.01,0,0
1,6,1,20,20,145,0.01,0,0
1,6,1,9,10,155,0.01,0,0
1,6,1,7,11,165,0.01,0,0
1,6,1,17,34,175,0.01,0,0
1,6,1,6,6,185,0.01,0,0
1,6,1,4,4,195,0.01,0,0
1,6,1,14,14,205,0.0,0,0
1,6,1,3,3,215,0.0,0,0
1,6,1,2,2,225,0.0,0,0
1,6,1,12,12,235,0.0,0,0
1,6,1,1,2,245,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.01,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,2,7,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,8,17,255,0.0,0,0
1,6,1,18,36,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,6,19,255,0.0,0,0
1,6,1,16,29,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,5,6,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.01,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,31,31,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,8,11,255,0.0,0,0
1,6,1,18,21,255,0.0,0,0
1,6,1,7,12,255,0.0,0,0
1,6,1,17,22,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,10,10,10,0.1,0,0
1,6,1,5,16,20,0.05,0,0
1,6,1,7,23,30,0.03,0,0
1,6,1,10,15,10,0.1,0,0
1,6,1,2,2,20,0.05,0,0
1,6,1,12,12,30,0.03,0,0
1,6,1,2,2,2,0.5,0,0
1,6,1,12,12,12,0.08,0,0
1,6,1,1,3,1,1.0,0,0
1,6,1,9,19,9,0.11,0,0
1,6,1,5,5,19,0.05,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,3,3,3,0.33,0,0
1,6,1,13,13,13,0.08,0,0
1,6,1,23,25,23,0.04,0,0
1,6,1,7,7,33,0.03,0,0
1,6,1,17,17,43,0.02,0,0
1,6,1,1,32,53,0.02,0,0
1,6,1,11,42,63,0.02,0,0
1,6,1,21,52,73,0.01,0,0
1,6,1,5,19,5,0.2,0,0
1,6,1,15,15,15,0.07,0,0
1,6,1,6,6,25,0.04,0,0
1,6,1,16,16,35,0.03,0,0
1,6,1,4,4,45,0.02,0,0
1,6,1,14,14,55,0.02,0,0
1,6,1,5,5,65,0.02,0,0
1,6,1,15,15,75,0.01,0,0
1,6,1,25,25,85,0.01,0,0
1,6,1,2,2,95,0.01,0,0
1,6,1,12,12,105,0.01,0,0
1,6,1,3,3,115,0.01,0,0
1,6,1,13,13,125,0.01,0,0
1,6,1,4,7,135,0.01,0,0
1,6,1,3,3,145,0.01,0,0
1,6,1,13,13,155,0.01,0,0
1,6,1,4,4,165,0.01,0,0
1,6,1,14,14,175,0.01,0,0
1,6,1,2,2,185,0.01,0,0
1,6,1,12,12,195,0.01,0,0
1,6,1,8,8,205,0.0,0,0
1,6,1,18,18,215,0.0,0,0
1,6,1,9,9,225,0.0,0,0
1,6,1,19,19,235,0.0,0,0
1,6,1,29,29,245,0.0,0,0
1,6,1,39,39,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,37,37,255,0.0,0,0
1,6,1,46,48,255,0.0,0,0
1,6,1,3,4,255,0.0,0,0
1,6,1,13,14,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,32,32,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,9,12,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,4,23,255,0.0,0,0
1,6,1,14,44,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,35,35,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,36,36,255,0.0,0,0
1,6,1,46,50,255,0.0,0,0
1,6,1,56,64,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,8,11,255,0.01,0,0
1,6,1,18,21,255,0.01,0,0
1,6,1,28,31,255,0.01,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,29,29,255,0.01,0,0
1,6,1,37,37,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,30,30,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,5,6,255,0.0,0,0
1,6,1,2,2,255,0.01,0,0
1,6,1,12,12,255,0.01,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,15,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,32,32,255,0.0,0,0
1,6,1,42,42,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,30,30,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.01,0,0
1,6,1,30,30,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,7,10,7,0.14,0,0
1,6,1,1,1,17,0.06,0,0
1,6,1,1,2,27,0.04,0,0
1,6,1,7,9,37,0.03,0,0
1,6,1,3,17,47,0.02,0,0
1,6,1,13,27,57,0.02,0,0
1,6,1,1,1,67,0.01,0,0
1,6,1,11,12,77,0.03,0,0
1,6,1,7,8,87,0.01,0,0
1,6,1,17,18,97,0.01,0,0
1,6,1,27,28,107,0.01,0,0
1,6,1,5,5,5,0.2,0,0
1,6,1,15,15,15,0.07,0,0
1,6,1,6,6,25,0.04,0,0
1,6,1,1,1,35,0.03,0,0
1,6,1,11,11,45,0.02,0,0
1,6,1,1,7,1,1.0,0,0
1,6,1,2,4,10,0.1,0,0
1,6,1,4,5,20,0.05,0,0
1,6,1,1,2,5,0.2,0,0
1,6,1,3,14,15,0.07,0,0
1,6,1,2,4,25,0.04,0,0
1,6,1,12,15,35,0.03,0,0
1,6,1,4,4,4,0.25,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,11,11,11,0.09,0,0
1,6,1,5,5,21,0.05,0,0
1,6,1,15,15,31,0.03,0,0
1,6,1,9,9,41,0.02,0,0
1,6,1,3,3,51,0.02,0,0
1,6,1,13,13,61,0.02,0,0
1,6,1,7,7,71,0.01,0,0
1,6,1,2,29,81,0.01,0,0
1,6,1,4,33,4,0.25,0,0
1,6,1,6,6,6,0.17,0,0
1,6,1,1,2,1,1.0,0,0
1,6,1,2,2,11,0.09,0,0
1,6,1,4,4,21,0.05,0,0
1,6,1,1,1,31,0.03,0,0
1,6,1,3,3,41,0.02,0,0
1,6,1,1,2,51,0.02,0,0
1,6,1,1,1,61,0.02,0,0
1,6,1,1,1,71,0.01,0,0
1,6,1,2,2,2,0.5,0,0
1,6,1,10,10,12,0.08,0,0
1,6,1,2,2,22,0.05,0,0
1,6,1,10,11,32,0.03,0,0
1,6,1,1,1,42,0.02,0,0
1,6,1,11,11,52,0.02,0,0
1,6,1,1,29,62,0.02,0,0
1,6,1,9,13,72,0.01,0,0
1,6,1,1,1,82,0.01,0,0
1,6,1,9,9,92,0.01,0,0
1,6,1,1,1,102,0.01,0,0
1,6,1,10,10,112,0.01,0,0
1,6,1,2,2,122,0.01,0,0
1,6,1,8,8,132,0.01,0,0
1,6,1,1,1,142,0.01,0,0
1,6,1,7,7,152,0.01,0,0
1,6,1,17,17,162,0.01,0,0
1,6,1,8,13,172,0.01,0,0
1,6,1,18,23,182,0.01,0,0
1,6,1,6,6,192,0.01,0,0
1,6,1,16,16,202,0.01,0,0
1,6,1,8,8,212,0.0,0,0
1,6,1,18,18,222,0.0,0,0
1,6,1,10,18,232,0.01,0,0
1,6,1,1,1,242,0.0,0,0
1,6,1,11,11,252,0.0,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,3,3,11,0.09,0,0
1,6,1,3,3,3,0.33,0,0
1,6,1,13,13,13,0.08,0,0
1,6,1,9,9,23,0.04,0,0
1,6,1,8,8,33,0.03,0,0
1,6,1,7,7,43,0.02,0,0
1,6,1,6,6,53,0.02,0,0
1,6,1,5,9,63,0.02,0,0
1,6,1,4,5,73,0.01,0,0
1,6,1,14,14,83,0.01,0,0
1,6,1,24,24,93,0.01,0,0
1,6,1,10,13,103,0.01,0,0
1,6,1,2,5,2,0.5,0,0
1,6,1,2,2,9,0.11,0,0
1,6,1,2,2,19,0.05,0,0
1,6,1,3,3,29,0.03,0,0
1,6,1,6,6,39,0.03,0,0
1,6,1,6,6,49,0.02,0,0
1,6,1,7,7,59,0.02,0,0
1,6,1,3,3,69,0.01,0,0
1,6,1,1,2,1,1.0,0,0
1,6,1,1,14,11,0.09,0,0
1,6,1,1,1,21,0.05,0,0
1,6,1,2,2,31,0.03,0,0
1,6,1,1,12,41,0.02,0,0
1,6,1,2,5,51,0.02,0,0
1,6,1,1,3,61,0.02,0,0
1,6,1,1,25,71,0.01,0,0
1,6,1,1,5,10,0.1,0,0
1,6,1,2,2,20,0.05,0,0
1,6,1,4,5,30,0.03,0,0
1,6,1,7,8,40,0.03,0,0
1,6,1,7,11,50,0.02,0,0
1,6,1,9,9,60,0.02,0,0
1,6,1,6,6,70,0.01,0,0
1,6,1,4,5,80,0.01,0,0
1,6,1,1,2,90,0.01,0,0
1,6,1,3,4,100,0.01,0,0
1,6,1,3,11,110,0.01,0,0
1,6,1,5,13,120,0.01,0,0
1,6,1,3,3,130,0.01,0,0
1,6,1,13,14,140,0.01,0,0
1,6,1,2,3,150,0.01,0,0
1,6,1,6,6,160,0.01,0,0
1,6,1,1,15,170,0.01,0,0
1,6,1,7,16,180,0.01,0,0
1,6,1,2,3,190,0.01,0,0
1,6,1,3,3,200,0.0,0,0
1,6,1,1,2,210,0.0,0,0
1,6,1,1,1,7,0.14,0,0
1,6,1,5,12,17,0.06,0,0
1,6,1,9,12,10,0.1,0,0
1,6,1,6,8,20,0.05,0,0
1,6,1,3,3,30,0.03,0,0
1,6,1,13,14,40,0.03,0,0
1,6,1,10,11,50,0.02,0,0
1,6,1,7,8,60,0.02,0,0
1,6,1,3,3,70,0.01,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,11,11,11,0.09,0,0
1,6,1,10,12,21,0.05,0,0
1,6,1,20,22,31,0.03,0,0
1,6,1,1,1,41,0.02,0,0
1,6,1,11,13,51,0.02,0,0
1,6,1,21,23,61,0.02,0,0
1,6,1,31,34,71,0.01,0,0
1,6,1,1,1,81,0.01,0,0
1,6,1,11,11,91,0.01,0,0
1,6,1,21,21,101,0.01,0,0
1,6,1,31,32,111,0.01,0,0
1,6,1,1,1,121,0.01,0,0
1,6,1,11,12,131,0.01,0,0
1,6,1,21,23,141,0.01,0,0
1,6,1,31,33,151,0.01,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,11,11,11,0.09,0,0
1,6,1,21,21,21,0.05,0,0
1,6,1,10,10,31,0.03,0,0
1,6,1,20,20,41,0.02,0,0
1,6,1,9,9,51,0.02,0,0
1,6,1,19,19,61,0.02,0,0
1,6,1,1,2,5,0.2,0,0
1,6,1,1,15,1,1.0,0,0
1,6,1,9,9,9,0.11,0,0
1,6,1,19,20,19,0.05,0,0
1,6,1,8,9,29,0.03,0,0
1,6,1,6,6,39,0.03,0,0
1,6,1,1,1,49,0.02,0,0
1,6,1,6,6,59,0.02,0,0
1,6,1,16,17,69,0.01,0,0
1,6,1,5,5,79,0.01,0,0
1,6,1,3,4,89,0.01,0,0
1,6,1,1,18,99,0.01,0,0
1,6,1,1,13,5,0.2,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,11,11,11,0.09,0,0
1,6,1,21,21,21,0.05,0,0
1,6,1,31,31,31,0.03,0,0
1,6,1,4,4,4,0.25,0,0
1,6,1,14,14,14,0.07,0,0
1,6,1,1,4,1,1.0,0,0
1,6,1,4,5,4,0.25,0,0
1,6,1,2,17,2,0.5,0,0
1,6,1,4,4,4,0.25,0,0
1,6,1,14,15,14,0.07,0,0
1,6,1,24,28,24,0.04,0,0
1,6,1,6,28,34,0.03,0,0
1,6,1,16,38,44,0.02,0,0
1,6,1,5,5,54,0.02,0,0
1,6,1,15,15,64,0.02,0,0
1,6,1,25,25,74,0.01,0,0
1,6,1,7,7,84,0.01,0,0
1,6,1,17,17,94,0.01,0,0
1,6,1,27,27,104,0.01,0,0
1,6,1,10,10,114,0.01,0,0
1,6,1,3,3,124,0.01,0,0
1,6,1,13,13,134,0.01,0,0
1,6,1,23,23,144,0.01,0,0
1,6,1,5,13,154,0.01,0,0
1,6,1,15,23,164,0.01,0,0
1,6,1,25,33,174,0.01,0,0
1,6,1,7,7,184,0.01,0,0
1,6,1,17,17,194,0.01,0,0
1,6,1,8,22,204,0.0,0,0
1,6,1,18,31,214,0.0,0,0
1,6,1,28,41,224,0.0,0,0
1,6,1,3,3,234,0.0,0,0
1,6,1,13,13,244,0.0,0,0
1,6,1,23,25,254,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,23,23,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,4,29,255,0.0,0,0
1,6,1,14,39,255,0.0,0,0
1,6,1,24,50,255,0.0,0,0
1,6,1,7,14,255,0.0,0,0
1,6,1,17,24,255,0.0,0,0
1,6,1,27,34,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,29,29,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,6,10,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,31,31,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,3,15,255,0.0,0,0
1,6,1,13,18,255,0.0,0,0
1,6,1,3,10,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,7,8,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,3,4,255,0.0,0,0
1,6,1,13,14,255,0.0,0,0
1,6,1,23,24,255,0.0,0,0
1,6,1,33,34,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,13,255,0.0,0,0
1,6,1,22,23,255,0.0,0,0
1,6,1,32,33,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,31,31,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,5,6,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,28,255,0.0,0,0
1,6,1,37,38,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,9,12,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,10,24,255,0.0,0,0
1,6,1,20,34,255,0.0,0,0
1,6,1,2,23,255,0.0,0,0
1,6,1,12,33,255,0.0,0,0
1,6,1,22,43,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,23,23,255,0.0,0,0
1,6,1,5,8,255,0.0,0,0
1,6,1,15,33,255,0.0,0,0
1,6,1,4,5,255,0.0,0,0
1,6,1,14,15,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,6,6,255,0.01,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,1,31,255,0.0,0,0
1,6,1,11,40,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
